,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,ID
33,42310,1,2,2013-10-15 00:00:00,22,98bfb551-feb6-42c3-9441-a45ffdf83c45
34,111951,1,0,2013-08-24 00:00:00,11,ed44ea40-ff2b-4066-a1f9-11c3f4521afa
35,66276,0,1,2013-08-12 00:00:00,10,5aff20c8-4817-4624-8d52-8d3133e19030
36,120714,2,0,2013-09-18 00:00:00,21,44b71820-1e7f-44ea-a52c-8cb54ab1a535
37,57954,0,2,2013-05-27 00:00:00,25,6aaa71b2-46a5-4358-94ce-f9280b6621d7
38,149571,0,0,2013-12-16 00:00:00,1,97b11b5a-0a2d-4fac-8a8c-0fada5200bba
39,158097,2,2,2013-01-08 00:00:00,19,d12607fb-d05f-4344-ba1a-dbdfd1725034
40,148448,2,0,2013-12-22 00:00:00,22,1a7d75d8-fc84-42e4-91f4-376bfeca2258
41,111884,0,0,2013-02-14 00:00:00,3,57ef1233-8f0d-4b17-a189-887908d73c7d
42,138134,1,0,2013-12-29 00:00:00,19,6ec07b4f-9118-4b62-9ade-d4b1dbd9c1ad
43,82587,2,0,2013-03-15 00:00:00,15,69bd08fc-25e2-42ff-b7e3-49f0a0edcf44
44,65714,2,0,2013-01-07 00:00:00,7,ea18e2bd-aea8-4c91-ae15-3665b567bce5
45,70118,0,0,2013-01-06 00:00:00,15,51b98e5b-d24a-4f5e-9c31-06bf02bc1bd5
46,10065,1,1,2013-08-29 00:00:00,9,7734eed9-57c3-4c36-9a73-903e807c24ca
47,149370,0,2,2013-05-12 00:00:00,32,9f45a18f-6a55-4727-a0a3-40ebb16ecc5f
48,67245,0,2,2013-10-16 00:00:00,31,4492e618-c575-4593-8dbb-17166aa36cb3
49,139926,1,0,2013-12-28 00:00:00,23,8197493d-c71a-44fd-9c40-82a83f8ca769
50,127345,0,2,2013-03-28 00:00:00,20,b83757a3-433e-427e-92ff-b80140edec85
51,113785,1,2,2013-08-30 00:00:00,27,29c160b4-88c8-4445-9484-707b95a8214c
52,112519,1,0,2013-03-10 00:00:00,19,a5cabb00-6e12-45b8-8e98-66e471b8a964
53,125799,2,0,2013-06-25 00:00:00,10,bb949f41-1e72-4cd2-a1d2-e57303990a3d
54,154325,2,1,2013-06-30 00:00:00,30,15dfab4e-fbd5-4bfa-be66-fdb1d4f77466
55,98415,1,0,2013-04-15 00:00:00,20,f5718847-eccd-4fef-8998-cadfbddb2874
56,122845,2,1,2013-11-22 00:00:00,15,ab54b12e-6f9d-44c3-bcfe-5748e52c1028
57,129112,1,2,2013-01-19 00:00:00,32,6ecd2183-a028-4d62-8df0-7202f38ffdc0
58,9671,1,2,2013-07-11 00:00:00,14,0ccda13b-1eab-49cf-b117-33d7b449510e
59,155194,1,2,2013-06-11 00:00:00,1,55d06458-15d2-4411-9608-98c547752b2d
60,180461,2,0,2013-10-11 00:00:00,14,c2341760-6a40-4392-923d-52ec3de691cb
61,13733,0,2,2013-04-25 00:00:00,22,2526acd4-c550-423c-bc16-6cc87117a445
62,41485,2,1,2013-02-20 00:00:00,26,21e9d31b-1b36-4e48-a6aa-828766bb49e6
63,149800,0,2,2013-04-13 00:00:00,12,e01ed5d0-ed16-4113-a4ae-63f64fc1802e
64,8681,0,2,2013-01-20 00:00:00,7,f17cb012-3ca9-49f3-a12b-67410fcee6c0
65,64288,0,0,2013-05-20 00:00:00,29,b5ecbcb6-85c8-4838-bbd0-0682524bc2c3
66,168671,0,0,2013-10-01 00:00:00,5,471962f4-dfb7-46e6-833a-cd394926d358
67,51581,2,2,2013-10-17 00:00:00,23,9f7a7db9-d185-4d41-b408-4ec1d639b032
68,136021,2,2,2013-09-22 00:00:00,19,fbc2876d-136c-49ad-9ae5-ec02f7462bfb
69,46399,0,1,2013-09-25 00:00:00,4,dc3d1f19-9c5c-45d8-ae50-412c4c7399d0
70,177566,2,1,2013-05-28 00:00:00,11,150db1f4-d81d-4560-9b6b-265c3e875ffa
71,18291,0,1,2013-02-21 00:00:00,2,b7e58d33-606c-447e-b4b5-6d45f5fe7db6
72,106102,2,2,2013-09-25 00:00:00,13,47bdffc7-b376-4c21-9a9a-5e1dce3fb28f
73,28943,1,1,2013-12-04 00:00:00,17,b3c2d3b0-895a-48ce-911c-1278179bdc3d
74,52986,2,1,2013-09-07 00:00:00,4,70c8fdb5-6fd3-4129-b7fe-1e858a6da40e
75,43351,0,0,2013-09-04 00:00:00,8,c723b656-ce8c-47cd-a254-6f41807b786e
76,147941,2,1,2013-10-30 00:00:00,31,911bd48c-4004-4ae8-8cee-4b181024ab33
77,151902,2,1,2013-05-26 00:00:00,19,a4ec7eea-1c21-4013-88b2-4317242638fd
78,17387,1,1,2013-07-01 00:00:00,31,37e3c0d5-b626-4949-b849-f5d524679413
79,91190,0,2,2013-09-28 00:00:00,28,12547bc0-4319-40c4-824e-1affc4f117fb
80,127962,2,2,2013-01-08 00:00:00,1,28b74744-6bd0-457e-9412-62e520c97076
81,49680,1,1,2013-05-12 00:00:00,31,66e3458c-b86e-49b9-a142-22fe575401f2
82,178538,2,1,2013-11-19 00:00:00,3,dfb3fb5b-53ea-4b81-b636-8c0b90b4cb5f
83,107916,0,0,2013-10-27 00:00:00,31,fc2857f7-b75b-4aa2-b97b-c4cab8611998
84,123927,1,0,2013-07-09 00:00:00,2,ad41b264-fcda-4cb5-b7b8-6ac106b931ae
85,131499,0,2,2013-07-14 00:00:00,11,2b75ddc2-6f46-46bc-af73-612d74cc2bed
86,51157,1,0,2013-12-11 00:00:00,3,22401d75-3b3b-46c7-8bbe-95b598baa2ea
87,168595,1,0,2013-07-12 00:00:00,4,ec4a2580-c1be-4d6b-9a9c-1b9c1dfd847c
88,154737,0,1,2013-11-29 00:00:00,12,c456252d-5765-4eec-982a-0efa70bb52a7
89,58266,1,1,2013-02-28 00:00:00,24,c72afefa-04ea-4cc8-8dae-ccea0b9802c9
90,20450,0,1,2013-09-02 00:00:00,3,85d40245-16f4-4b39-bae2-4f71932125b1
91,32986,2,1,2013-10-22 00:00:00,16,b65e1801-aa1c-493a-8582-2dffa7170dd6
92,168285,0,1,2013-10-21 00:00:00,21,7e0e2c87-2f87-4613-93d5-8f1a2757ed28
93,106531,0,1,2013-07-16 00:00:00,4,90cc6e83-a0cf-4556-8288-58f031d989c5
94,150363,1,1,2013-01-05 00:00:00,29,04f564b1-5d51-46ef-9aae-04405520e62b
95,160440,2,0,2013-07-19 00:00:00,11,9d7f3cb8-404b-4aa0-b5d6-82f168dd61a9
96,160653,0,2,2013-05-31 00:00:00,27,027232fc-746c-4025-a3f9-2f64f0034c7f
97,71131,2,0,2013-06-15 00:00:00,13,68f46b91-5e58-4dd6-8a89-d99f4feb7a8c
98,25503,1,2,2013-10-21 00:00:00,28,fce9900c-8e19-47a5-9999-3f30bec56029
99,173344,2,1,2013-12-04 00:00:00,14,93e969c0-7515-4f19-859e-32595b8e8b28
100,123075,1,0,2013-02-23 00:00:00,9,16acc2a6-34e9-48b0-bfcf-ff1e86f9a439
101,37982,2,0,2013-06-27 00:00:00,24,279fe32d-0b84-42e3-9d13-57221718e11e
102,136486,1,1,2013-08-18 00:00:00,6,cab13c1c-5626-481f-a6e5-540a52121abd
103,15904,0,1,2013-04-01 00:00:00,4,58d0c543-ebf2-4c8f-9774-2f1a5201055f
104,160482,0,2,2013-09-15 00:00:00,3,65bf5cc6-39bd-45b1-8ad2-0a1b686d0299
105,128500,2,1,2013-11-09 00:00:00,23,b7816abb-3056-40f5-a9e5-7987b12829b5
106,59630,1,2,2013-07-04 00:00:00,27,6f622cad-f48f-4b5a-b459-fb702a3cf331
107,136529,0,0,2013-12-01 00:00:00,19,0f473291-db61-4b7c-b3b6-4a2ad010d417
108,156106,1,0,2013-05-26 00:00:00,11,93b60a44-ec63-4e07-a1d6-a6cb1785e4de
109,107076,1,0,2013-10-07 00:00:00,27,93a563e5-8123-48c8-926c-a99854c7e0d3
110,29620,2,2,2013-03-06 00:00:00,26,626d25bf-c634-4a4f-bd6c-830ed071e46e
111,89790,0,1,2013-10-13 00:00:00,10,6f253872-e89e-4a9b-b67b-977cd9ae8e72
112,93703,1,2,2013-08-29 00:00:00,17,2913b523-30db-4f42-ad2b-12ad5eb7d2c2
113,144701,0,0,2013-12-22 00:00:00,23,c1ce1d81-cbab-4748-9275-41075f7d56bb
114,172175,0,0,2013-04-06 00:00:00,32,a4c50f67-ba1d-4569-9dbc-01e68030e39e
115,43490,1,0,2013-12-03 00:00:00,8,d14b8bc8-89b8-44ea-a3b6-e2f19da36a2e
116,168373,2,0,2013-06-27 00:00:00,6,c53a30de-f863-46f5-abd4-b5279e7308be
117,54293,1,0,2013-03-25 00:00:00,22,48f8384d-b8a8-468a-8c69-b993385a8f61
118,173461,2,1,2013-03-29 00:00:00,13,4d6676b4-e2e1-4d7c-bac4-6c161fc2aa2f
119,105960,0,0,2013-06-15 00:00:00,14,eaaff3cc-ff1f-4ae6-b2e1-019ebcbd23ab
120,108494,0,0,2013-01-25 00:00:00,9,357d35a0-9d00-461e-b674-b1cd4d9a17b3
121,36147,2,1,2013-07-11 00:00:00,11,bc19d5c1-006d-4605-a3eb-9a79ff5941ea
122,146863,0,0,2013-10-01 00:00:00,31,c6efd63e-1826-4f89-847a-088791084e29
123,116773,0,2,2013-09-01 00:00:00,2,9afbe3a3-74cc-4e95-aa49-46bf0f9444db
124,32226,2,1,2013-09-07 00:00:00,22,889b5f1f-ab4d-4ef7-9ca4-639d5ae7bbc6
125,71775,2,1,2013-04-07 00:00:00,18,9b2d2159-9a19-4e2c-b717-f1b3c26029e1
126,168327,0,1,2013-03-26 00:00:00,11,48defb6b-835e-420f-bcda-e6a2b488f292
127,120366,2,2,2013-01-16 00:00:00,30,a254e340-c64b-4d02-b578-30ac2e1b02f8
128,87865,0,2,2013-04-30 00:00:00,12,eb01f6e4-ece7-4e53-9ea1-b6ed18309360
129,81620,0,1,2013-04-16 00:00:00,2,561306f2-df44-4bdc-a508-23cba5fd6fcf
130,146243,2,0,2013-06-30 00:00:00,4,04d7db94-984f-4c7f-97e6-0fa50f8f71e1
131,152170,0,2,2013-08-28 00:00:00,7,dedbf673-36c5-479b-b6af-f501ea281494
132,154971,2,0,2013-09-05 00:00:00,15,1b5a8c35-fc92-4792-ad4d-1eda81f24c3c
133,12173,1,2,2013-09-06 00:00:00,24,c75afb52-24db-4ebb-adb5-fea10296e9f1
134,92036,0,2,2013-03-30 00:00:00,30,9c237e17-a270-45dd-807b-df319d3755c3
135,135844,0,0,2013-09-17 00:00:00,7,02f055c0-32cb-42a5-b76a-5f4da91e1733
136,27690,0,1,2013-09-21 00:00:00,4,db1592c3-a551-49e0-8a24-8d52611b2cd2
137,82014,2,1,2013-09-18 00:00:00,16,ffb54177-5fb9-47f4-89cf-71cf9b690909
138,84671,0,0,2013-09-05 00:00:00,21,8f63c832-f2c2-4ab6-b51d-4b044337e42e
139,113294,1,1,2013-04-09 00:00:00,29,6ed0f3a0-4f1a-4ac2-ae2d-98c288aa56f5
140,30275,0,1,2013-10-11 00:00:00,13,a6990610-308d-4b82-a3cb-0ab49b71b996
141,159904,2,0,2013-11-20 00:00:00,30,d0e13c80-4ee2-4716-af94-3c6a167cf340
142,92640,0,1,2013-03-29 00:00:00,20,6013a7fc-e880-46c9-95b9-9f85a3dd9ab0
143,34390,2,0,2013-02-24 00:00:00,12,b37517bd-dace-4aba-930d-18e887080174
144,138265,1,0,2013-01-19 00:00:00,25,2f9fa432-96aa-4caf-8d1b-aef227b5d703
145,97152,2,2,2013-10-02 00:00:00,24,1c3be428-07de-42b6-9b92-2fc21436a36c
146,31917,0,0,2013-03-30 00:00:00,30,e89be71b-25f9-4b1c-92ef-9f476f6d1c80
147,28187,2,2,2013-08-05 00:00:00,27,991c7f81-9d8f-4e3e-9450-bef06907bed7
148,102619,1,0,2013-02-12 00:00:00,23,888ed930-f33c-42d5-ba6d-cd0478682551
149,84564,1,1,2013-07-05 00:00:00,30,a1d61306-209f-4a36-b749-69d222437aa3
150,120165,2,2,2013-05-05 00:00:00,11,2a6b7c3f-4e3c-4076-876c-99163e36234d
151,27076,2,1,2013-05-19 00:00:00,20,1afd557f-b615-48f9-9878-6e48893fb0eb
152,124123,2,0,2013-10-09 00:00:00,26,1bd29521-4183-498a-b901-f9a0cd6f1cd3
153,101861,0,0,2013-02-05 00:00:00,20,5149e996-81c8-45a5-8303-53a7c53cdcc2
154,176381,1,0,2013-07-15 00:00:00,29,101b9ee3-9333-4027-9bcf-066f627fc2b7
155,74671,1,2,2013-04-17 00:00:00,2,29381fb6-55a4-4135-91e5-657b6783829c
156,54209,0,1,2013-02-06 00:00:00,7,4fde529b-c55f-46aa-86fa-cf15d18e159c
157,179099,0,0,2013-10-11 00:00:00,10,62c22f75-5e15-4bd2-96e8-f96dc9a5d7e6
158,178083,2,2,2013-09-16 00:00:00,17,2201082d-9108-4d31-a1ab-6e2bd5964700
159,60522,1,0,2013-02-06 00:00:00,10,780c76a1-f478-4230-9a4f-ce95de6364db
160,136684,1,1,2013-10-17 00:00:00,5,58d36d0b-dfa5-41ec-a0e4-7910697f6dcd
161,96835,2,0,2013-04-20 00:00:00,3,bb34e451-9867-41cf-a32d-d593027b4149
162,89510,0,0,2013-01-31 00:00:00,22,0956358b-9447-4c43-b8ec-81599d1ae29b
163,90045,2,1,2013-11-02 00:00:00,17,ba1600a2-e047-4d35-b0a2-aa3de1fcc03d
164,146883,1,0,2013-08-29 00:00:00,1,baf4d3df-06e5-4c93-8f05-2acf184860a7
165,62455,0,2,2013-10-23 00:00:00,29,9e965da3-4b2d-4733-8f19-4388c74c71ad
166,120611,1,0,2013-03-08 00:00:00,3,5a26f716-ab98-45e5-aa1d-9ebb5ed8c80f
167,177266,1,0,2013-07-23 00:00:00,32,8f5794a2-59c4-4a37-98b7-4425ad74d2e2
168,52672,2,1,2013-10-02 00:00:00,16,d73c0d6a-e50b-4ead-ac60-a0eaabe36a34
169,93023,1,1,2013-05-03 00:00:00,9,e94c80c4-83a9-44f1-a8fb-841df7748f10
170,76091,0,0,2013-12-01 00:00:00,15,06457ef5-5ece-463f-aeed-07f2d0505488
171,145417,1,2,2013-10-22 00:00:00,30,1f7d0817-d632-4eb6-b6db-d936c082a87e
172,80293,2,2,2013-04-05 00:00:00,6,ce0b6ebe-6593-4e14-a5bb-41d6b71e3919
173,125380,2,0,2013-08-23 00:00:00,11,f4714820-d6f2-4beb-96df-b3e16143ab7a
174,119055,0,0,2013-06-04 00:00:00,32,7089af0f-9713-4e93-a64a-658a377d3f52
175,94222,1,1,2013-08-27 00:00:00,4,4496282c-03f2-40a9-8fc0-ad9cf465129f
176,118664,1,2,2013-09-11 00:00:00,26,81affdba-f039-4ff4-ba86-59edc16ebdcc
177,125690,1,2,2013-08-24 00:00:00,14,02196189-3ba0-419a-8666-d5115c652d6d
178,146099,0,2,2013-08-02 00:00:00,9,e5401113-3997-4db0-b436-0f57aaa0e380
179,18235,0,1,2013-11-14 00:00:00,13,e84b0be3-13d2-46a3-9753-da7437d02ca7
180,60133,1,0,2013-03-22 00:00:00,2,42613f26-5af4-450f-86b9-75945633017e
181,118323,0,1,2013-03-21 00:00:00,4,f390fbe4-e27d-4271-83ca-1ec35237b9ab
182,22544,0,1,2013-11-16 00:00:00,8,44da39ec-a8b7-44e6-abd6-ff58be4fa947
183,103320,1,1,2013-04-07 00:00:00,17,45a3c221-ee68-47a4-b108-90d773793e10
184,83765,1,0,2013-06-21 00:00:00,3,b5ced9bf-74c1-42e2-8719-46d463ef5f45
185,119218,0,2,2013-02-04 00:00:00,26,944dec4e-9fc1-43bc-b56c-b7c1bbb4dcea
186,84447,0,1,2013-10-20 00:00:00,21,985960fa-80c5-468d-842f-147b5fb04f2c
187,57157,0,0,2013-01-26 00:00:00,22,c8260d8e-ffc3-453d-8dd5-ab87e05fde24
188,71353,1,2,2013-11-12 00:00:00,23,88d95a03-7afa-4171-90bb-8d7006f5bb18
189,135445,0,1,2013-04-19 00:00:00,17,69ea80b0-232d-417e-9475-06854ff05b48
190,179631,2,2,2013-05-10 00:00:00,12,9fc8ea53-7b41-4263-b594-c9510df5db0c
191,138998,0,0,2013-01-13 00:00:00,22,af0cd63f-d175-4d79-87fe-fd7d891ec3e2
192,109759,2,1,2013-10-07 00:00:00,26,ba85ddcd-c2b2-4a2b-9c90-7c39ff52a0f6
193,120389,1,1,2013-04-04 00:00:00,10,154d95ca-4655-4d6a-bd59-a10a57b3fb02
194,165861,1,0,2013-07-29 00:00:00,22,c0eaa837-bd48-4003-9ba2-d553166aebbc
195,160140,1,2,2013-11-01 00:00:00,27,b49ec23b-8a2a-46a9-8abd-28f268283940
196,68759,2,0,2013-02-25 00:00:00,23,d74d5f72-5d80-489a-ba41-ab6af531a5a1
197,120395,2,0,2013-06-24 00:00:00,13,169901b7-2542-44ee-b6a4-f2f41bc15cec
198,54351,1,1,2013-11-09 00:00:00,17,9bd21cac-c3da-4734-86d6-bb61348bdbb5
199,165760,2,2,2013-06-16 00:00:00,13,6bc7fecb-908d-4125-b545-7e50c7c1024c
200,177945,1,2,2013-11-20 00:00:00,4,4d0048d0-1a3b-4ea7-9d45-d8bbd3dec04e
201,116388,2,2,2013-02-04 00:00:00,7,58a10eb6-0df1-4b5a-9895-59798a6ad906
202,153054,1,2,2013-07-14 00:00:00,7,7d7d7c3c-e5a0-4c24-86d2-aadaf59f2ada
203,70891,1,0,2013-03-14 00:00:00,27,eed4db42-1ae8-4c4e-9bab-23a67e0dc92e
204,63442,0,0,2013-05-26 00:00:00,23,6e460126-cd1b-410f-92f2-fc924ad97b78
205,25779,1,0,2013-05-30 00:00:00,19,59fd956d-4442-44bf-87c9-e13807097805
206,112303,2,1,2013-01-27 00:00:00,13,883a1c9f-147f-4738-89d1-2587de42c3bf
207,159529,1,1,2013-11-03 00:00:00,22,b592ca8b-62eb-4d49-bd25-e2e9f3201188
208,141047,1,0,2013-02-16 00:00:00,10,bc0ef905-5968-4735-a281-0168e3867971
209,116638,0,1,2013-07-28 00:00:00,32,7965816a-c8a8-4d3a-ae81-756fb007aded
210,58156,1,0,2013-12-10 00:00:00,11,6dad01c4-f1a4-428a-9bbf-b18b0b832e4c
211,85665,2,1,2013-11-08 00:00:00,2,79e082ab-5af1-41d0-8ea7-8d486a22152c
212,103563,1,2,2013-06-28 00:00:00,15,e976d8d1-ff46-43ab-8c53-29f07d47aff0
213,40906,2,2,2013-11-12 00:00:00,2,bc7e96fd-380f-434f-aac2-0ce4f3499c23
214,47312,2,2,2013-04-10 00:00:00,18,bd157dc4-6e7f-4ef8-98ab-b4d563bf047f
215,116775,0,1,2013-11-11 00:00:00,28,409098f1-6801-416b-971e-bd6f0fdb5247
216,134462,1,2,2013-02-19 00:00:00,6,fdc3a7fd-b6ab-4796-bd09-bd3672426a8c
217,6611,1,0,2013-08-09 00:00:00,29,bb30b106-b92f-45e4-884c-2d9b9e29a8ce
218,178302,1,1,2013-09-08 00:00:00,26,e87c9c7c-e0b6-4d63-98ca-deea87cc5efb
219,180465,1,2,2013-07-01 00:00:00,23,70152e10-7dec-4e3b-95ed-eb383d01e06c
220,144299,0,1,2013-07-02 00:00:00,10,cfc36b9c-709a-4ac5-a6c6-bc5e7aa07510
221,123943,2,1,2013-04-13 00:00:00,22,198cbf6b-852c-4eaf-8695-75a52ecd79df
222,137045,2,2,2013-04-23 00:00:00,24,1be44891-d684-41a0-a5ad-5f500ce302fc
223,93748,1,0,2013-01-08 00:00:00,20,d1111a04-74d3-40e5-85f2-fefecdc32975
224,84509,1,1,2013-07-24 00:00:00,28,80e0db0c-44f5-4300-b5f9-2fd59b3a323b
225,111332,2,1,2013-05-12 00:00:00,11,aef2942a-0cb0-41d0-a893-9e1b47e9682b
226,123570,0,1,2013-07-05 00:00:00,20,41ccc2bd-391b-4437-9b5b-bba0869424f7
227,141783,2,0,2013-05-03 00:00:00,9,6f6632de-8bb8-4b0e-8723-69f381d8b7a9
228,84873,0,2,2013-08-21 00:00:00,5,ad17285f-6825-4301-acd9-28f9e05baed5
229,133720,2,1,2013-08-15 00:00:00,27,d3b1147b-418e-4914-a010-1bb149307005
230,139526,0,1,2013-11-29 00:00:00,3,441d4564-a2bb-4991-8edc-df6951aa356f
231,141667,0,0,2013-11-29 00:00:00,5,506585e1-8fbe-411a-b8b9-402949d4045f
232,74210,2,2,2013-03-06 00:00:00,1,ea1043fa-f847-4e01-bc75-cbf2221073f8
233,124351,0,0,2013-09-23 00:00:00,6,0b7d7b87-aac1-4834-ae83-ff30e8b69cfb
234,128850,2,0,2013-09-25 00:00:00,17,97cf3ad6-b3d0-4cb9-94b4-46da421fd8b8
235,160362,0,0,2013-06-17 00:00:00,18,ef80c023-0c4a-48e7-b192-2cf98fed8a8f
236,92402,1,0,2013-09-19 00:00:00,22,1bfa3f68-7ee5-4821-8f02-0458666d78ee
237,66039,0,2,2013-02-18 00:00:00,4,60ab35cc-b0f6-4064-91a3-09b33d4564a2
238,78530,1,2,2013-03-15 00:00:00,9,60ffb1fc-d30b-4c8a-9622-4ac8aae7986a
239,148703,0,0,2013-01-16 00:00:00,8,be0a8276-de2d-418c-bc85-68d9fdda0de8
240,21205,2,0,2013-07-10 00:00:00,17,2aac2b55-1314-44b0-9b3f-c915fa7ffc26
241,71955,0,2,2013-09-22 00:00:00,4,77098e4d-e0df-4569-8738-0d1b7e612fee
242,147587,0,1,2013-02-02 00:00:00,16,1481ddd4-a511-486e-950d-d2837137d86a
243,22408,0,0,2013-02-15 00:00:00,11,0aa2df53-4095-45ed-9fbd-a15171ce04fd
244,84059,2,1,2013-08-16 00:00:00,25,8f9b6e78-c1bd-43d2-9dbd-6361afa2f69f
245,180711,2,2,2013-09-20 00:00:00,23,0e265953-f2d3-4f29-b558-4c082e8ed92c
246,12900,1,1,2013-07-28 00:00:00,17,e707f5ee-df9b-44cf-89a4-3632d83569df
247,64891,1,0,2013-06-06 00:00:00,16,5a3c963c-564a-4426-8a32-f048f756dc7f
248,169614,1,0,2013-06-10 00:00:00,2,abaf9564-f4a9-40bb-8725-72145836ad6b
249,97531,0,0,2013-09-27 00:00:00,9,fdc95183-f79f-4f8b-9dc3-9e9435ac2462
250,115084,2,0,2013-12-11 00:00:00,3,fe6e9da2-8439-4bf7-b9a5-c8b724f4426c
251,72157,0,2,2013-12-05 00:00:00,12,5aa414f5-67ba-47b6-8066-5c32171be20e
252,44812,1,2,2013-12-16 00:00:00,5,46cfa416-89b3-4ee2-8339-d8fd80b894df
253,136336,1,1,2013-10-24 00:00:00,4,0f9833e6-fe6d-4382-9229-2da93d5bfa88
254,140822,1,0,2013-06-21 00:00:00,4,b9a0403d-66b9-42dc-9fb8-bd799f494a54
255,23432,0,2,2013-06-07 00:00:00,2,ee211f13-0bc8-4025-99f0-ba173b05ab65
256,38273,0,1,2013-10-15 00:00:00,16,846c780c-bf6b-4545-bd5c-4fb11aac7d78
257,79629,2,1,2013-07-26 00:00:00,12,dd0aad48-6c27-4a39-b172-eae18c82dc9d
258,50216,2,1,2013-05-30 00:00:00,14,6fd356c1-06ef-4af9-b8c3-0cd268143fcc
259,169306,2,1,2013-03-16 00:00:00,27,f191c431-8c76-4aff-877a-1d578708b637
260,32886,2,0,2013-02-21 00:00:00,10,ab423040-3fbd-43c2-bfaa-3ae36625dea7
261,56484,2,2,2013-10-01 00:00:00,8,b37a9b05-d926-4068-aa18-5b62b34695c7
262,69945,0,1,2013-11-17 00:00:00,16,eb01caac-4ce9-4244-9f8a-379439356e68
263,99173,0,1,2013-02-19 00:00:00,23,c6d1e2d1-521f-4baa-bd4e-3ca99510f72f
264,141635,2,0,2013-12-27 00:00:00,14,7cd21a64-0b3f-471e-9576-296f23355ea6
265,127403,2,1,2013-05-27 00:00:00,27,fea3079b-9aa4-4124-a008-9feee00719ca
266,31673,0,1,2013-09-04 00:00:00,23,81850a5a-4f53-48ab-9cf8-0a90e053d7bb
267,165216,2,0,2013-02-23 00:00:00,30,85840040-34cd-4e0c-97bf-0e4a4ed71f14
268,94847,0,1,2013-07-13 00:00:00,11,29ca1737-075a-4ad0-90d3-deebd33e03db
269,73193,0,2,2013-05-20 00:00:00,8,554350d1-608a-4634-8f68-ff05ffb9e3eb
270,151140,0,0,2013-02-01 00:00:00,6,6282174a-a3d0-497d-ab85-6f2bb3f25dc1
