,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,ID
130,87613,0,0,2014-06-07 0:00:00,15,849e8d0a-65c3-4e7f-a558-3563dc8a1948
131,71482,0,1,2014-08-14 0:00:00,19,cc8ca066-9aaf-48e9-82b8-f824963ec78c
132,112697,1,2,2014-04-27 0:00:00,20,1f3db5f6-1220-481f-8a25-46a57299fdfa
133,46345,1,0,2014-07-28 0:00:00,32,e3ac5cbc-b582-40cd-b100-d55d40f50455
134,76049,2,1,2014-02-20 0:00:00,6,aa51fbbb-5b84-4c74-be13-41c4d1518469
135,97589,2,2,2014-02-16 0:00:00,28,66feb301-bfda-4955-833b-7fedb433432d
136,9098,0,0,2014-02-14 0:00:00,3,ddaced54-76f8-4539-9b9d-bd153f8259ea
137,58146,2,0,2014-02-25 0:00:00,27,da63c56e-a90d-4255-9e18-72a3ceb8c641
138,95783,1,1,2014-12-04 0:00:00,19,4b37bd01-153c-446b-a842-dc3bebfa57dd
139,158861,1,0,2014-09-20 0:00:00,21,a655a652-2d22-46f9-942c-764180486c65
140,131450,1,2,2014-01-04 0:00:00,26,f663c201-d056-4ad9-ad30-2a6970949488
141,166937,2,1,2014-11-03 0:00:00,6,0b0ea836-7269-42df-9777-9e7858909d82
142,13760,1,0,2014-09-07 0:00:00,1,1b8857d4-d199-4677-b200-1b3bfe9eca48
143,47651,1,1,2014-01-20 0:00:00,25,8833d799-353c-4c4f-8aa8-0b20ba4253a3
144,150592,2,2,2014-07-19 0:00:00,28,2f66d09f-4958-4310-82c7-00e820c669c5
145,32786,2,1,2014-05-11 0:00:00,28,fbfb9541-b479-4a22-a8e9-9fbcac8b83cf
146,7912,2,0,2014-05-29 0:00:00,10,09318148-4faf-4f7e-8780-1f0f9972b9bd
147,114058,0,1,2014-04-05 0:00:00,12,4fd3f370-6031-4978-ab1d-af891ce2d5c4
148,118388,1,0,2014-11-20 0:00:00,20,5fc098b2-6641-40ef-ae29-d5001b7d4d3a
149,102103,0,0,2014-08-27 0:00:00,9,85f079b1-11ea-4ec8-842d-16d1f585811f
150,86324,1,1,2014-09-15 0:00:00,13,1c23a7c8-c2c1-428b-8acb-39377db0736a
151,171863,0,0,2014-11-16 0:00:00,9,bdb9093e-d6c9-46ac-8462-e65192331360
152,44107,0,2,2014-11-20 0:00:00,12,a654d1cc-1b17-4227-b89e-48af0dd0f5b8
153,53506,1,1,2014-08-22 0:00:00,30,66b00e6f-7a86-4503-acaa-0627b28db021
154,175182,2,2,2014-11-13 0:00:00,27,39321829-5447-4773-b9f5-44edb4cc9e0a
155,106868,1,2,2014-11-13 0:00:00,16,31c0aff6-b83f-433b-94fa-db9cf244cdb7
156,167726,1,0,2014-09-09 0:00:00,21,b2d8c7e9-3cd0-474a-9e0d-9f8a6d0181a5
157,104796,2,0,2014-03-14 0:00:00,31,fe1b9e8b-a239-491a-9892-076233f18b82
158,99849,1,2,2014-06-20 0:00:00,32,29a29fa5-e0e2-4801-a6e8-92f1525abf95
159,55290,2,2,2014-04-20 0:00:00,18,8d608b25-ff81-404b-92f0-4aebc146d64e
160,11345,1,1,2014-11-04 0:00:00,18,55118d64-7403-4d0e-99a2-f49161435530
161,26917,1,0,2014-10-18 0:00:00,24,86c0bb6c-aecf-4133-b174-5b7b69c287c6
162,81570,1,2,2014-02-24 0:00:00,7,966de252-d36f-4012-a18a-2ed77593b902
163,125775,1,2,2014-07-30 0:00:00,2,e4d7f36c-eba5-4854-a4bb-2794d1dc18b6
164,137555,2,2,2014-12-05 0:00:00,5,9a6a634d-caa3-4725-a5d4-f012a3a92ab7
165,112329,1,0,2014-03-26 0:00:00,18,5452644d-3d96-4492-9d50-3ccebb1e9fb1
166,174729,1,2,2014-05-09 0:00:00,18,b6a8366e-211e-4d75-8008-6e893242313b
167,59682,0,0,2014-06-28 0:00:00,2,590a9ac7-c9c1-49a4-af8a-a32200d4efa4
168,92813,0,1,2014-05-14 0:00:00,17,0e82feec-fcd9-4868-9f53-95b0bf6e1f8e
169,163078,2,0,2014-05-21 0:00:00,18,73c0613b-7708-4376-913d-d4af50648db3
170,172757,0,2,2014-11-05 0:00:00,26,ef414736-3d50-4383-bd23-6af44a2435b2
171,103735,1,2,2014-04-15 0:00:00,19,cba426c1-d0cb-4079-bb58-e1d78288c124
172,80097,0,1,2014-03-09 0:00:00,8,fbf64638-9245-492e-bcd7-a4c22e09a38e
173,111976,0,0,2014-02-11 0:00:00,23,c83749a8-6352-4271-ad31-8c4477192350
174,100685,0,2,2014-03-10 0:00:00,11,ccf64d56-21d8-44a3-94a1-e66357a39e94
175,149326,2,2,2014-01-26 0:00:00,10,366099fa-3ec0-4a40-a4ce-2b7adec7c21d
176,19163,1,1,2014-01-11 0:00:00,15,a5a03d7e-b17f-42e1-ae33-9f77e1f7c91d
177,23711,0,2,2014-06-06 0:00:00,6,d67fcd5e-39a5-44e0-ab9f-64edb0096de9
178,13499,1,2,2014-07-16 0:00:00,27,1c4fc8da-b16d-4d12-be3b-1e071b74532c
179,51797,1,0,2014-10-20 0:00:00,16,551416e1-52bd-49e1-9fff-1cd88666c832
180,21481,1,2,2014-05-14 0:00:00,1,0498a3b0-2f6f-42a0-9ca6-8756b52462ce
181,6568,2,1,2014-01-07 0:00:00,14,01399d73-cc61-4749-9080-1c8f5f0ea247
182,150286,1,1,2014-12-14 0:00:00,14,2dfe802a-deca-4f94-bba9-ee8e337fa237
183,166818,2,2,2014-05-26 0:00:00,18,4836e807-d2ef-4679-96e3-f2eb90b6dc2e
184,137417,1,1,2014-12-16 0:00:00,16,9aa2f962-31c9-4b55-8caf-aa76477e0adb
185,11425,1,1,2014-07-21 0:00:00,1,97018495-ca64-4135-b68b-ecd6281850be
186,93480,2,1,2014-09-24 0:00:00,24,0bf0845d-e8de-48a2-89ac-a4a41eba62d6
187,125380,1,0,2014-04-10 0:00:00,19,d57dacf6-5984-4768-81b7-4996f8dfbc30
188,139323,1,2,2014-01-09 0:00:00,26,a467d671-c3e1-42ea-b1f7-6d040b964427
189,64089,2,1,2014-07-18 0:00:00,7,606764ce-fdff-41f2-884c-949e3eafddb2
190,163606,0,0,2014-02-07 0:00:00,8,5504063b-503a-46c8-bd07-1cc3e8ee0ea2
191,148522,2,0,2014-07-12 0:00:00,18,ae8f88f3-4eca-4377-b0d2-585a87296364
192,148472,1,1,2014-10-12 0:00:00,17,ddf37220-50bc-4f5b-b3ad-e42350a8a183
193,20230,1,0,2014-06-16 0:00:00,8,569e3d39-6e02-4eef-b6a1-7247ebf50fee
194,11002,0,0,2014-09-18 0:00:00,19,0aaa6c13-9127-48d8-a392-3c7c84b806b9
195,156439,2,0,2014-04-19 0:00:00,26,a1e32d83-1749-476b-9d29-1f5a7d5aec91
196,177630,2,0,2014-02-03 0:00:00,5,49250d40-ee17-465e-a9dc-651426718c35
197,85191,2,1,2014-06-21 0:00:00,21,14547981-e195-4364-93d2-1c24c59b81fa
198,139745,2,1,2014-04-28 0:00:00,29,0ba29f28-e605-401c-825d-2576f6475ecc
199,40976,1,1,2014-11-15 0:00:00,7,68f1c8c4-e43c-4e49-84ed-dc54531e37b6
200,163989,2,2,2014-02-20 0:00:00,14,ca37f709-c49c-481f-91b7-eb035a63cb3e
201,177567,0,1,2014-12-14 0:00:00,18,9cedab82-fbc8-43e9-8a3f-71d4dd79a209
202,49222,1,0,2014-09-19 0:00:00,18,fbb4dac0-f14a-4e4a-8e57-eb818dc49cae
203,172595,1,1,2014-11-06 0:00:00,18,cc82b47d-8ba5-4bd3-bae0-b5250dec0ad5
204,68188,0,1,2014-02-27 0:00:00,8,0c37808b-6fd5-458e-8701-120b32a6cb79
205,102881,1,0,2014-02-17 0:00:00,28,882d4499-71ee-4676-ae6f-e642ce5efe01
206,38970,0,2,2014-12-22 0:00:00,20,3cccc631-bce8-4b3c-9f71-900b4ecaa526
207,169501,2,0,2014-11-11 0:00:00,30,cb8dca80-f588-497c-8a33-6cce77dae75c
208,32783,2,1,2014-09-25 0:00:00,32,07a156ba-4621-4136-a5e5-908f72c3f26b
209,41204,0,0,2014-07-02 0:00:00,27,276040c4-b0d9-41ff-8ce0-f01c8959afe4
210,38383,0,0,2014-08-12 0:00:00,22,22985826-9542-4bff-8302-cdf93d2571ca
211,147085,1,0,2014-07-11 0:00:00,25,35b73d0a-b263-41f6-b060-e225d701a489
212,53264,2,1,2014-01-27 0:00:00,7,9e68fa6c-b0de-4910-801b-84cf1e10048a
213,78439,1,0,2014-06-07 0:00:00,31,f6bc16ed-f4e9-4006-ad92-b73c6b4e8842
214,105795,0,0,2014-07-27 0:00:00,1,234d5f45-c112-4a67-a34f-813a7fdccf79
215,43383,1,0,2014-01-18 0:00:00,30,1e9e2233-fb4b-4d34-b999-f917a80ea78c
216,125626,0,2,2014-01-21 0:00:00,23,d3bbc259-bb44-4787-b4e5-7c3d7e7e3cda
217,54307,2,0,2014-10-16 0:00:00,28,e4281004-e6cd-41da-bb7e-e9bba333de0c
218,22437,2,1,2014-03-23 0:00:00,21,8ba937fb-97eb-4dee-9f33-3576494e2c55
219,86821,1,2,2014-10-24 0:00:00,26,394f14f0-878e-40da-a9d0-5eac5bf291f4
220,102063,1,0,2014-03-22 0:00:00,6,a7c9f4f8-986c-4d12-b40a-a7c128b10c1e
221,82299,2,2,2014-01-19 0:00:00,9,a6ad7c4e-21d1-4ed9-b22c-c0d9fb2c2d57
222,42894,1,2,2014-03-15 0:00:00,23,1f2d9537-a6e4-48a2-9dc9-3451c45b1df6
223,174538,2,1,2014-09-30 0:00:00,19,ca8d4457-9e16-4bc4-9669-39a00aa4b371
224,98784,2,1,2014-04-05 0:00:00,19,16ee0ba9-3e6f-4ece-a9e1-3d8363a5dea3
225,165430,2,1,2014-10-07 0:00:00,30,5212f9ec-5114-40b6-bf39-c761d818dbdb
226,163555,2,2,2014-10-01 0:00:00,9,e0c5f0e7-d78f-4be8-9e45-2e528879140a
227,153008,2,0,2014-08-02 0:00:00,13,4c9e7949-72c0-4f4c-bdc9-86e2f38e3fe4
228,37740,1,1,2014-09-02 0:00:00,11,b08221cb-c364-4189-a1b1-72165bc5eba1
229,140732,0,0,2014-02-05 0:00:00,17,0272f44c-6bda-45d0-b9d6-e2717f9b50f9
230,98900,2,0,2014-05-26 0:00:00,30,70964d79-3ed6-455f-bdde-f9b2fe85489b
231,108556,1,0,2014-03-31 0:00:00,8,ae7ef9d0-f041-481c-8541-b7d9d74842a6
232,76560,0,0,2014-07-08 0:00:00,1,7db5099f-853b-4f15-9940-24a59026c641
233,108574,2,2,2014-01-01 0:00:00,6,8a8c6353-2cdc-4ebd-92b9-59894eb49718
234,46615,2,1,2014-08-10 0:00:00,4,6f4691cf-8013-4a1b-81d6-95e509ae101c
235,95785,2,2,2014-12-16 0:00:00,19,57218103-dff5-4a25-8fc2-12472e093f22
236,28073,2,1,2014-01-13 0:00:00,12,92d49929-c6c8-41fd-9a4f-4b499b4658b9
237,68769,0,1,2014-01-16 0:00:00,6,e5135331-d5d8-4dc6-92b8-68c894b27fcc
238,140714,0,0,2014-07-10 0:00:00,6,1a81acb7-95d5-4f78-ab61-bf2c349ff510
239,171770,2,1,2014-08-16 0:00:00,29,0923fc56-c2f6-4853-a7e3-392291cc0fb7
240,72236,0,2,2014-01-09 0:00:00,29,4f762ab7-8d4e-4104-bb3a-2c05a55b87f3
241,54976,2,0,2014-07-12 0:00:00,17,8187044b-5f16-43a3-8d5e-5b87527675f8
242,72156,0,2,2014-08-07 0:00:00,29,51f7af97-9bca-43e2-a8e6-e566291d3274
243,176695,0,2,2014-11-20 0:00:00,21,cd759935-4c0b-4fb4-a00f-f21a028bf176
244,161503,2,2,2014-11-30 0:00:00,30,de2861ad-36ca-428a-aeaa-c2d4e1c4c4be
245,25449,2,1,2014-05-22 0:00:00,12,c1f9350b-c228-4f8d-a570-6e2649d932d8
246,62915,0,1,2014-12-17 0:00:00,3,03d4cb1d-17ec-4fbb-8079-b85fb1bf58ad
247,103004,2,1,2014-07-03 0:00:00,20,5f50a3c2-e7a3-4252-bb02-7f975aab8662
248,111215,1,1,2014-07-30 0:00:00,29,ce07f26f-5e82-4fcf-9a14-ba3e107af875
249,151884,1,1,2014-09-30 0:00:00,8,e8fdb695-0069-47b1-a647-6ff67be1975f
250,5919,1,1,2014-07-09 0:00:00,24,b985b9c3-2be5-406d-add1-1a2362216a24
251,172386,0,1,2014-04-28 0:00:00,30,f2d7dc97-2d2a-4913-af93-337a5c5da916
252,143377,2,2,2014-06-03 0:00:00,22,ff124849-da05-4a8f-8e3e-6149d5221f09
253,51598,1,1,2014-04-09 0:00:00,17,7d83704a-3be6-470f-8433-0cbdb9ec8d4a
254,25413,2,1,2014-06-14 0:00:00,7,b9c86c40-3d2a-436e-9169-fc0cfbfe33a1
255,167145,2,0,2014-09-20 0:00:00,32,a1d2dc02-9633-4b58-8556-d4521f3869d1
256,24181,2,2,2014-01-19 0:00:00,20,38ce75d4-639a-4e7a-bf89-9a4e8acb515a
257,43351,1,1,2014-10-25 0:00:00,30,2cd4f310-6c0a-46d9-ae9a-4aaef96b652c
258,19971,1,0,2014-03-20 0:00:00,11,fc4bac72-6d29-4535-b330-aa08e6cd558a
259,49730,1,0,2014-12-10 0:00:00,25,cc9cb503-5ba7-4578-83ac-9156ca65016e
260,19615,1,1,2014-09-05 0:00:00,26,a5b316da-aaac-4599-b5ec-6bffc999237b
261,130421,0,1,2014-11-27 0:00:00,20,cb3755d9-2b0b-4ed2-b008-cef468446a2a
262,134798,1,1,2014-02-08 0:00:00,11,47047fb6-51a8-416e-8cc7-caceaa65270d
263,39552,0,2,2014-07-05 0:00:00,30,47cda429-6df0-4bad-a64a-8439e6b98e37
264,125634,2,2,2014-09-30 0:00:00,4,b25fef6c-77f6-465f-b305-8d6f73dcc381
265,96851,2,0,2014-08-29 0:00:00,26,b76314ec-9056-45dd-afff-03cad9ff7922
266,175462,1,2,2014-01-15 0:00:00,26,e80b5b89-a83e-4914-892f-49df28a411ba
267,9396,1,1,2014-10-13 0:00:00,9,47b6b487-9c4c-4cc8-a570-1192734f7f1f
268,55927,1,1,2014-01-30 0:00:00,20,4da4600d-c2c5-4d45-89eb-d0e294f46ca4
269,111420,2,1,2014-01-16 0:00:00,30,5a927c7b-00ab-4ee1-88d1-a596295ca813
270,142488,2,1,2014-08-01 0:00:00,29,94a4b812-265b-4f02-9c30-1fe46cb4c827
271,15543,0,2,2014-01-21 0:00:00,4,78394e74-6f26-4eac-a90f-016d14426136
